0,1,2
0.24033085858783965,0.6011676918347971,3
0.2441444892804441,0.13931383809445633,0
0.7268413374163407,1.0659912147842143,1
0.7129437218650663,0.40592396434802436,1
1.0011320737437213,0.6772820211994135,3
1.0749539046029017,0.6240659887925261,3
0.026862982638916205,0.3636399103263239,4
0.24865284200852056,0.9950348862431163,0
0.9956316791683314,0.0699722484740463,2
0.29256658582588385,0.9154304477064955,0
0.7573870112792487,0.8813385275328114,1
0.5591790401767658,-0.02899767112767119,2
0.2666430874307855,0.936346932924334,0
0.294334632831156,0.9138613662527146,0
0.21271243216328026,0.5720854177640762,3
1.0016102878042388,0.05910551168987244,2
0.616631104962979,0.8997115366497458,1
1.081567375560259,0.024540034279575525,2
0.7193827652223923,0.617619018546873,4
0.3763837031699532,0.9680295558482375,0
0.5996912509794846,0.5855016716032193,4
0.0760415504912891,0.5757417271650891,3
0.7566134508709319,1.0184967268905976,1
0.22852533091044938,0.961363948819663,0
0.597920387955786,0.5600154774796078,4
0.892532520114286,0.3424703557388094,1
0.3001242439164739,0.26721947921703837,0
0.219705717025377,0.10715938779296327,0
-9.841077256061981e-05,0.36816500614749353,4
0.32589195413303346,0.5844091786829267,3
-0.012100515458572832,0.40533822151555887,4
0.8912204322157284,0.7983296844037376,3
0.593213430145358,0.0669059911125597,2
0.0631234959564203,0.49029472753250386,4
0.5723380401791502,0.7898191976320644,1
0.46269591982148717,-0.10352969496187536,2
-0.04060812418524033,0.4433771527778546,4
0.29021696719942214,0.6152192611963055,3
0.6140168803962918,0.5293236665928306,4
1.0118739198819566,0.10596971203432015,2
0.34745368317006375,0.5944681053401445,3
0.24469849483423467,0.1403141396856996,0
0.8658022018440704,0.38183895748536895,1
0.9088592472069155,0.24074761126869917,1
0.23981993884112432,0.21753883942831442,0
0.8941811014299197,0.40036672579409677,1
0.28556924060585287,0.10370977684257739,0
0.6443800401240857,0.8273747672320715,1
0.9078273782837724,0.7246032805434491,3
0.5418347159580896,0.8475308090042719,1
0.6763443091562491,0.8911786132719843,1
0.5963924324619517,0.863410005857186,1
0.8790697206077447,0.35653429647112667,1
0.4964273874865974,0.6882556562856417,4
1.0255935373424918,0.9196898754216594,3
0.9381850583015491,0.7367732914970841,3
0.1981133851322568,0.8103416036425917,0
0.20165794818706753,0.6815643539291864,3
0.2458511007218209,0.13313002589750217,0
0.6151659858227342,0.9207147624336377,1
0.6440355977707084,0.618978209219574,4
0.1550287497675262,0.6511743291107757,3
0.6264525213046735,0.028362493943964385,2
0.3058598387676974,0.6399397514468188,3
0.4926960238967029,0.6943684081926842,4
0.89502994591655,0.6676561228690341,3
0.7045724466137415,0.874500910774944,1
0.3546788435504067,0.8743361761936168,0
0.6820539720705444,0.8840687073998575,1
0.7925755831613197,0.39812336620621563,1
0.9293759198152615,0.3840059228990214,1
0.5674452885061267,0.7110773966977496,4
-0.013526421557726959,0.3281461298223708,4
0.6872808464538523,0.8897198380165715,1
0.14538749324573266,0.6359979810459543,3
0.8972704499466069,0.8363874188197136,1
0.572378646871931,0.555990503372103,4
0.6433317054572568,-0.04052808888076753,2
0.9355581787216583,0.3671914179535775,1
0.8617380766569827,0.385983598319649,1
1.0757087983197802,0.036680803667668065,2
0.903246349705862,0.40343023949210544,1
0.6731846359286551,-0.00854488055116804,2
0.16331293489090898,0.31264292697008367,4
0.9587849867270508,0.25407193492778124,1
0.7611677412819086,0.8406804798557036,1
0.6602179534048298,0.727197919578412,4
1.0310829374200416,0.4397476931239248,2
0.2994164875684706,0.8578012858073776,0
0.26548368890983404,0.1504274996212453,0
0.262631181820852,0.9417189221368415,0
0.3765986362296635,0.5761122992723301,3
0.10736432708329277,0.5436435221332583,3
0.902105414887038,0.1210165054143786,2
0.2543048724319908,0.06411265902210833,0
1.0012251365417462,0.26518235326016876,1
0.04032433552268298,0.3712555656209944,4
1.058548557401775,0.08781901229135722,2
0.5657422809518988,0.6407639752474131,4
0.5808266715064364,0.5447841697709964,4
0.290790635770106,0.7892840690376719,0
0.8706091861926938,0.7376494792112271,3
0.2174764736430581,0.5882217593732825,3
1.0581071164978118,0.055775406855424745,2
0.896300551965782,0.4073864500449942,1
0.9398759279431277,0.8227378036193751,3
0.1825809982912382,1.0484977311577575,0
0.6344838509050118,0.13433765309422702,2
0.6311377274991405,0.10336131611026256,2
0.03862120539642553,0.3458986610871548,4
0.030010656119212848,0.3445892692243747,4
0.8608974615376686,0.34092983653093595,1
0.920562333786174,0.09041428737299012,2
0.21944841113674046,1.059213128473166,0
0.5625690767957469,0.5993492263606943,4
0.07312241988921181,0.36096634268118744,4
0.6731503601084794,0.893930724313389,1
0.19290759804104046,0.6147095383323211,3
0.8048588427729954,0.778648831272934,3
0.3305395194106092,0.8954631861792819,0
0.2575715079030376,0.4963778766896334,3
0.614381949379524,0.04840363433376134,2
0.17552304310242095,0.6578076088797314,3
0.6062236085335954,-0.09050640262201208,2
0.2769607457743512,0.8964373133169915,0
0.658809132823131,1.0500119829867964,1
0.16413108692598163,0.04463668849698968,0
0.02571505615024299,0.35436827610044896,4
0.05274890520518234,0.433702008142656,4
-0.12694406963412844,0.5096514802780332,4
0.7967205520617836,0.9593554414927571,1
0.3395716318354244,0.09009368628464212,0
0.6258877631609151,0.5367684604582588,4
-0.11791312776486457,0.36623003566104034,4
0.23328360251494462,0.16406737003107172,0
0.6686280284308175,0.07970245828248224,2
0.3368232522597381,0.9843439449037654,0
0.3692787161607988,0.5894261299560665,3
1.0138027503790672,0.80586865216523,3
0.23973676396833773,0.9711781529325934,0
1.0118479519508388,0.06465557831163586,2
0.9858577506610947,0.061791292726920674,2
0.9149922384549158,0.32562135732280156,1
0.5308659981799694,0.648918320288196,4
0.9091617228537408,0.16325033178258902,2
0.5956248151399789,0.8294284255896747,1
0.5866448984392652,0.07471217925308543,2
0.990377214379887,0.6200314400811502,3
0.9411681406503668,0.2862180125081778,1
0.6706112672285983,0.9409242651967435,1
-0.07273759524986766,0.40338945765729206,4
0.23597465025298622,0.5900437059222643,3
0.6419398612450636,0.02765365917888695,2
0.988842877500235,0.0672974846792333,2
0.2047787691980827,0.19208883604565968,0
0.7033799613722057,0.8738103826970577,1
0.8812177497089533,0.36141714182134627,1
1.1068415503989812,0.1763353621229527,2
0.6461852758621751,0.8970422929499667,1
0.6690877152391812,0.8984386392119736,1
0.5072271553525586,1.0272403410001953,0
0.870552472212064,0.7674640891122025,3
0.8310197228622775,0.303715668234046,1
0.4652403913489044,0.6893342383301913,4
0.6019136154901563,0.5668810589803,4
0.3333736862810951,1.0195219459471998,0
0.9163773963852295,0.3853895470135105,1
0.9387041782512723,0.7407801781172112,3
0.5813409244827777,0.7860495534684417,1
0.1444689974823427,0.7866779237593475,0
0.13430734287593274,0.3585127850035964,4
0.9984918097211701,0.012688043208369394,2
0.5007782708112039,-0.13665847274473766,2
0.8981940534201538,0.7695897058036159,3
-0.025279302605705052,0.4125798676919127,4
0.2788806634052807,0.1738215268724859,0
0.2270560544903802,0.9383580362935242,0
0.8881317340792122,0.011705803976890208,2
0.6619942656563278,0.04917118653830324,2
0.5929398242232702,0.047325944669580886,2
0.9406572846305781,0.7366140290442703,3
0.9590640667713807,0.7196312398928215,3
0.5942166488686207,0.6341450841687355,4
0.32064962411438236,0.1363221374856313,0
1.018733678730424,0.10806499195355104,2
0.7412013105044897,0.9426896752095993,1
0.8045090515600747,0.5248395410382557,4
0.9659560408531822,0.4329754484186162,1
0.3646949803658527,0.056584013674706765,0
0.6485055459058352,0.014493536368266119,2
0.6233443702764134,-0.03130419027460491,2
0.9727149015386883,0.3205184083294226,1
0.9173729006605504,0.3470764583071098,1
0.6757827365146655,0.5288575928835344,4
1.0057358671796834,0.14461905308022216,2
0.6176435650458422,0.5406157690158164,4
0.9947334303599449,0.07264915499033478,2
0.3500883634318787,1.0068237061574823,0
0.4498466267100496,0.5254468349939148,4
0.0144143277760854,0.39169857389638574,4
0.5372628152193316,0.5588984699257137,4
0.04460221083422538,0.37711014270370835,4
-0.005964124612687256,0.3523456465903955,4
0.29738029557795426,1.0369005159777203,0
0.9653450310038834,0.08264709359400278,2
0.6889627356151385,0.8845511881193291,1
0.5178692642696857,-0.11986683417584418,2
0.24857905042466918,0.9455790031993137,0
0.8076613495492404,0.28099318104858384,1
0.5530224178580725,0.5921556644905801,4
0.7927299993198702,0.8677781926289773,1
0.22661307044515774,0.6095395022134956,3
0.6743375368668653,0.05201510298773464,2
0.6916793320755446,-0.0327028961349174,2
0.04993366277913799,0.3546127889081425,4
0.0005678872241490912,0.31388715494364644,4
1.0260455492339553,0.05158989233275019,2
0.19190152021654805,0.5231479280221196,3
0.2741989571301923,0.14856497119860246,0
0.8352811528224549,0.4082342943419983,1
0.041835319144178006,0.38444085806024597,4
0.6871113201426939,0.01199373125633544,2
0.643117447151357,0.009619258486232695,2
0.8641023798428492,0.7933225598517322,3
0.2704275120656835,0.9201797781975478,0
0.6445645355353835,-0.007401086075291545,2
0.5762952133142796,0.06529050566115674,2
